StudentID,Age,Gender,StudyHoursPerWeek,AttendanceRate,SleepHours,PreviousGrade,InternetAccess,PartTimeJob,SchoolType,CommuteTimeMinutes,SocialMediaHoursPerDay,FamilyIncome,AssignmentsCompleted,ClassParticipationScore,ExtracurricularActivities,StressLevel,PassFinalExam
12,26,Female,6.522886601662803,75.45230325748587,7.932950837356629,87.71892421938657,Yes,no,public,23.815692992417397,5.386622011854252,30042.7982423078,1,77.66877477427033,0,6,0
13,26,FEMALE,10.437147245384885,,7.814070188794691,73.89187439720912,No,yes,Public,25.705643679660653,1.4565183708064353,14514.600659278958,,47.22776742550258,4,4,0
14,23,Male,15.331790699214897,55.75534087345118,8.709006013626473,71.11756946478461,no,yes,Private,46.286543012262186,2.004076306364316,26562.386996071717,3,62.33587636494119,3,5,0
15,20,Male,8.977106443012334,64.19476371280469,5.594029061046156,74.44079551477788,,Yes,Public,23.48406285847082,1.9749317787068998,12392.372935244228,15,74.46290520813568,2,3,0
16,,Female,12.308111190391223,63.9829561763121,6.155677016959479,78.37957528232118,No,No,public,56.6845256998713,1.396944819790917,,11,70.41418038988101,3,3,0
17,23,FEMALE,22.044049664501085,,4.040773756211848,83.91303686869756,N,Yes,public,30.146133930784526,2.305627009775475,15867.086409919139,3,63.175098825285744,1,9,0
18,23,Male,10.961756913337958,105.65920058872888,5.91129334090869,75.04229858994151,Yes,No,PRIVATE,42.52841584790933,,11813.974212995325,11,80.4223705986058,1,,0
19,18,M,,78.43326172193792,7.994855765869171,81.18886298023153,no,no,Private,66.48874278882636,0.8923290092713088,22240.362741579236,6,80.34561430234494,1,1,0
20,21,Female,7.092052017396673,77.46767415214984,5.800256931157703,91.3835973227094,YES,yes,public,24.406649688978852,3.8556287903058064,-1396.5370252331268,19,,4,9,0
21,20,F,18.70862924540698,81.05078244669772,7.460719692801236,78.81309612264785,Yes,yes,public,36.031426262671744,-0.40380446003667103,5992.195404758177,2,62.0285967613841,3,6,0
22,17,M,25.090980344605303,97.42817453912286,6.2142453410032825,78.11652856004778,No,Yes,,50.81274746955961,1.8773240071155881,18580.064929805736,4,,3,9,0
23,23,FEMALE,-2.3015115008910243,66.0897029871414,6.986085542332341,59.810891749099326,YES,Yes,Private,49.26916083314797,2.3410213995640277,20659.53413307874,11,67.61917535589764,2,7,0
24,27,F,9.421733211706663,83.57553474102178,4.778462915276499,48.69269863170936,Y,no,PRIVATE,30.082770346409628,6.349719345828129,17045.44983873449,11,70.2107239882386,0,7,0
25,29,M,,94.62796444673644,6.627814174450852,78.88375729230168,YES,no,Public,,2.450395390494624,7364.509610259211,19,81.74270051333224,1,5,1
26,21,Male,13.578682297699052,87.51641254909768,,74.05175768719128,No,No,Private,31.502961011824222,-1.4024869469018366,13456.865262891955,6,53.49926234724782,0,7,0
27,17,Male,17.598021113599163,82.84372424898115,6.219655762757022,69.85217325085259,YES,no,public,56.71786649227046,-0.9977778137224997,23129.674617899153,11,62.22622730542023,,4,0
28,27,F,10.772103692989255,95.01569138850712,4.05429013442729,77.43530204186345,No,no,Private,30.8134121546008,3.068059172693362,24654.2541650269,1,66.08621523872029,1,,0
29,20,male,15.606128512310299,39.451515605011444,8.308991774820225,74.39596270803092,Yes,no,public,36.17173538725198,4.227541711579818,19870.21505923247,13,98.6072215009386,,2,0
30,16,Female,13.910259352255444,90.16812979296361,7.666111029146767,86.27780250633899,no,no,PRIVATE,28.598202936148624,3.7509117152545057,29254.67024829591,15,51.21090401182012,2,3,0
31,27,F,23.174474431618652,70.18886475308864,7.200006472949122,75.86110868258977,Y,,Public,45.583228471939805,3.3351402116019804,23179.176187673875,6,70.5967017326591,4,,0
32,25,FEMALE,,52.54050654715314,8.78150934073907,67.53076714929833,no,no,PRIVATE,37.33287556375485,5.324519195011334,14020.354768334302,3,56.70126418538928,1,2,0
33,21,Female,17.363218634526415,87.66803899287471,5.076625218762744,84.90166238959289,no,No,Private,19.948492838626564,1.9208175585257368,17755.98357270706,19,104.63825313178764,0,7,0
34,28,M,12.116861237142729,100.60487817744436,,72.82868925053798,no,,public,20.467638289475083,4.789821112053651,8777.070742337162,4,74.00225491126689,2,5,0
35,27,FEMALE,,77.93827228058463,7.898287346390577,80.26536683672308,No,yes,Private,5.020916501667397,-0.2640297700528347,19134.888076868665,13,55.703084244094285,3,6,0
36,24,FEMALE,11.972092685262654,94.29311820804408,6.145167069171581,70.225892938072,No,Yes,Private,22.530178863115758,1.1901043341238675,,8,45.310324248707474,2,3,0
37,16,Male,17.761164996648077,104.18417386982968,8.203430220774417,68.50173114502563,Y,no,Private,46.90918705448259,-0.6140827898636325,,,79.18013853364683,1,5,0
38,26,M,12.053108634258159,99.72371680376071,4.840559731382548,75.84168230185696,No,yes,Private,54.85640807018402,2.4503093986604156,31216.074607352974,1,72.89679961882838,1,5,0
39,26,Male,17.02842399827489,104.59946794057089,5.2632287577084895,75.12828643543685,N,no,Public,45.28337544825776,2.907477565467315,17576.918049608055,4,79.53591302696877,4,4,0
40,25,Male,29.52780559051807,91.13191236607838,5.587115415140449,79.79827035366833,No,no,public,43.319483009610224,3.22820298445304,30768.79835611406,2,54.901323505701455,2,4,0
41,27,male,21.097872924021846,81.13150458352389,5.706533437903977,72.31354246690258,No,Yes,Private,33.10210925707025,3.1237667057742704,,9,98.02423375026459,1,8,0
42,27,Male,12.717835274825113,55.97051282154247,4.915163535859621,56.63640216229602,No,no,public,46.6237183237098,1.144893338376544,31772.680660559152,7,71.2284799950788,0,6,0
43,29,Female,23.408497455147614,76.30906267805076,8.334624600642988,70.67226116411611,Yes,Yes,Public,39.29417334622826,2.6195183111735685,19825.14602046301,9,76.36602181666865,0,2,0
44,29,FEMALE,12.14347238884914,67.35130107025712,6.111718399445253,82.93818467143815,Y,no,public,62.06673457980687,0.005106662788502803,25657.850990434214,1,79.35884790157834,2,2,0
45,29,Male,0.733128253755023,112.5641407624672,7.028757452535319,72.02623920756893,N,No,public,33.523320287348774,5.726457950264501,31800.898914478843,13,71.54017597335758,4,2,0
46,18,,7.943395823578172,77.36171281351496,5.6444729503794795,72.53616597485453,No,yes,Public,55.14512125604197,2.392747854203998,18452.578971350355,3,89.58330967553084,2,6,0
47,27,Female,1.9044565528190098,,3.769095049177224,84.86376505905938,Y,Yes,Private,48.111711227267904,2.0222277619126174,21747.111900353393,11,62.050992738717675,4,1,0
48,22,M,12.539405611710839,,6.905086037587133,67.88026772741077,YES,Yes,public,46.03164929306238,6.177880656888165,30310.907401650416,19,85.33484836178371,0,3,0
49,19,FEMALE,15.128928654326861,80.65403669558681,3.6316175368703347,59.57196781757101,Yes,yes,PRIVATE,4.8276301180726975,0.5155069329015416,18935.97468855949,13,89.99712853330779,1,1,0
50,24,F,80.20518355778094,105.4257656064613,,73.39368880474505,,Yes,public,,0.7488257719360618,9432.861739950711,15,85.54958737747285,3,4,1
51,18,F,17.288491616349138,70.66025957398323,4.447527441750784,70.15826048751263,N,yes,Private,33.0873803163627,0.8075593502628697,37144.05643667928,4,91.51518702453566,1,1,0
52,20,M,13.46629629833795,82.91911182855864,9.480913998846212,65.33753680246745,Yes,No,PRIVATE,28.341102583476623,2.8642572366010364,16241.884285302905,15,59.044677085294,0,9,0
53,18,F,20.805839068284424,68.86294121452927,7.8670440832620825,73.24621544101309,N,no,Private,12.756304382331301,3.8632632592751945,,3,77.44963890365578,0,,0
54,22,Female,-0.47794716305519636,60.19966233168941,6.6586306869072205,79.91505647246784,Yes,,public,34.916192990477256,4.479350936235667,29248.053355609016,,76.26129967370461,1,8,0
55,20,M,16.649301906759963,70.82346363642071,8.395560016482003,74.90711438432184,YES,no,Public,35.50327395227364,8.143990634989937,15132.048770150384,0,71.12349991942638,1,2,0
56,24,F,20.396056357208767,79.44444804427383,5.230526033801397,78.06981072686237,Y,yes,Private,15.454971172777931,-1.4988649084015275,11937.056694222958,3,79.40390403841678,0,6,0
57,22,M,4.6498962795411085,73.5604666322411,7.315219068005139,93.13407698515422,Yes,No,Private,12.90079740659462,4.217471178248834,22029.898374198667,8,88.10529780249455,1,4,0
58,17,M,,69.61368530189216,6.7997156505780705,71.57121138442436,no,no,Public,42.299292201921666,1.8857388548555376,5655.388816700883,0,59.164597083087806,,7,0
59,19,Male,17.369474852460897,58.90523804492249,6.896030122000505,77.7834863464467,YES,yes,public,48.07557696592065,1.8271697022224531,17696.75138505664,15,51.893432714961165,3,8,0
60,24,Male,12.092984602694392,78.75341641056959,8.408530250160151,69.90786637400865,no,no,Private,37.854243648836324,1.7604557434922448,21960.30931452325,2,66.92478270862208,2,6,0
61,27,Male,19.429473062743995,57.42919438953497,7.598738154169704,66.53640280113027,YES,Yes,public,52.26251974526544,1.1824606583840533,17840.384825398687,5,32.732787805492336,3,1,0
62,29,F,30.894850004630772,91.40083945534404,6.933085494237535,69.1509234658223,no,Yes,public,33.704225234727524,,7652.3924545140235,12,68.95933932399898,0,8,0
63,17,FEMALE,16.273063785409466,81.23659629401755,0.0,,no,yes,public,34.18473088399696,4.684594654027805,32753.423649632095,16,91.4448134593143,0,1,0
64,25,Female,16.73754410410235,58.13672750802604,5.059930557080804,78.59475797547125,N,no,Public,21.244579568888145,3.0463919571147495,,14,48.64807434455594,2,9,0
65,24,F,11.784473703218291,75.36186384425204,6.315936599606414,98.49075786700757,Yes,Yes,public,11.596370336694239,5.702031504974,31449.216942093928,11,63.734711880030325,4,2,0
66,25,,9.051089413746457,68.71765391614124,6.6400585614149765,67.83956563724159,Yes,No,public,62.81993200789377,-0.025057930597751188,17919.709998556442,7,52.94928991912667,2,6,0
67,20,M,20.81235071580972,84.78761765628771,4.8046944129891145,70.83374694384537,YES,no,PRIVATE,51.9694857537462,0.3385897373381477,12959.90414647389,15,75.95067561652733,4,8,0
68,17,F,9.007413218637929,100.10675669034717,10.117515013367631,74.36876986888751,Y,no,PRIVATE,14.112311492922824,-1.3559354643893755,22153.44736204128,2,79.55250188040431,4,5,0
69,19,M,15.500963660535747,51.872412955313834,8.77459108288036,78.95798848709747,N,Yes,PRIVATE,37.336278617469205,1.601170919753425,18273.702989374244,3,70.32138943273733,,2,0
70,27,M,11.656397872644183,81.72539118721126,7.403177480588726,77.63550811954785,Yes,,Private,33.499305333445,3.3233970534095056,10577.908336069137,6,59.72732547672321,3,5,0
71,27,M,18.352858780224743,,6.608055291925617,87.84095793948117,Yes,yes,Private,30.89011290255435,3.205717155864668,31758.274070299965,14,,4,1,0
72,22,male,,90.07010114675698,6.181686545148272,50.73607929464792,N,no,PRIVATE,28.864732282775908,3.2986838221197607,15021.838216848031,10,88.55893748956737,1,8,0
73,27,FEMALE,22.262779609805293,83.19794942356533,5.072122309966646,51.13070129804328,No,,Public,,0.17788633786783636,5277.868921635452,15,83.34524971501396,2,8,0
74,28,Female,11.42988520801677,68.72046002391771,6.6162207777782935,70.0412182798985,N,Yes,Public,47.272632882072116,4.606309485228044,30625.32843165866,13,63.896978319783805,2,2,0
75,23,Female,13.110875452946402,75.21419096500072,6.886628810214126,85.97300187543709,Yes,no,PRIVATE,41.03586753542308,3.479255036477996,,12,65.13736361464561,4,6,0
76,18,Male,8.148653989523847,68.05961214794766,4.6373591367775635,,Y,Yes,Private,33.19222438431209,4.466108562931997,15137.408859075005,8,64.72421862498531,1,8,0
77,29,male,11.88994717946722,96.14010707897897,7.001264625867346,44.92367660306243,No,yes,Private,32.6415992466332,-0.7855243551801037,5876.899303760209,17,77.35639613015921,0,8,0
78,16,F,17.641103451313967,80.31967473007913,6.2671114267628765,80.71179406219208,no,no,Public,49.05221475384,3.6229817175955796,33927.53189277592,2,49.272125568125944,3,7,0
79,19,F,20.298920316517464,108.5178602862951,3.6382886631839133,77.43657223702715,N,no,public,41.95167407174093,0.6244695201649462,9684.1553023225,19,78.14033094393022,4,3,0
80,17,Female,,79.0900877927807,5.209422483830747,64.0979159320057,no,yes,Public,36.0903419455315,2.205353494897276,20467.5958456452,,61.87893066012249,0,4,0
81,23,FEMALE,21.08724144073962,69.37389849634306,5.879591699867533,65.1446039927907,No,No,public,34.46148053599838,4.068729797272766,27300.962580323525,1,66.0257429419561,3,1,0
82,19,M,24.489465011634657,57.294284110807595,9.331531486010284,65.30256280365326,No,Yes,Private,40.17905764418433,3.1821872125118262,23373.735464024776,16,59.039828840536195,0,9,0
83,17,Male,17.894044322565907,52.95290485616083,7.334829686800637,,No,yes,Private,27.974769671608257,1.2969200404413623,19522.765504062467,15,80.9691365268885,,2,0
84,29,FEMALE,28.13757068790646,56.23796085491765,4.4967776463501625,68.73684723816993,YES,no,PRIVATE,47.323082259623156,3.0125463123688365,6386.6731337006695,19,61.10913304432051,4,7,0
85,21,,9.58347560627499,84.00689976517225,7.229054434126455,,N,yes,Private,18.862121572432,-0.06307063048728612,13522.20131386173,12,,0,8,0
86,21,,6.2874170768200806,,4.179044016592451,46.45373337095609,Y,no,public,28.828152353502773,5.300534791796592,21502.402704340177,19,61.31287343025868,0,4,0
87,25,Male,2.5489582576700496,56.282139469518,8.12403658083061,66.431481348722,Y,yes,,44.166591431690364,2.5894319610074974,,10,53.768008310315196,0,1,0
88,19,Female,25.47231018042428,93.42557471114173,5.793313022273182,63.7394603908895,no,No,PRIVATE,,5.237099888510652,21626.875679990142,7,82.92540420223267,4,5,0
89,21,F,19.580559594478405,72.75408422474841,6.359545716891244,72.43659321627507,no,no,public,11.404871860257494,1.946936625807914,25453.947270521134,4,53.458553671582656,1,6,0
90,28,Male,14.610907303626815,3.0,8.488694971313285,69.61952241509861,no,,Public,35.946165131438605,1.9528480231868341,,1,69.3511604877948,1,7,0
91,17,Female,16.95978038423874,104.18330942383136,4.569254647123625,82.97843779895767,N,No,Public,9.55312768330294,1.471626426724307,10190.565137498534,3,60.24046459650029,0,1,0
92,25,F,,93.45258973798298,4.404322722330513,56.406632283399425,Yes,No,Public,15.517946689222079,,37573.16843983163,2,93.52815534831946,1,4,0
93,27,F,32.12026385731778,75.97204028141252,5.624601010480992,75.45491476330751,no,Yes,Private,46.348911777596484,1.5811376853430483,26139.834756433043,1,76.3443219990394,3,5,0
94,17,M,15.904548273826592,66.63211661877068,8.057568276528976,80.58336423211705,No,no,Public,31.928221135913965,4.289190864830353,,2,,1,,0
95,25,male,,47.72276898006042,4.220980886784736,93.56647436561954,no,Yes,Private,54.282304245634776,2.2350952046614196,28716.292664613124,15,72.5731490610862,0,7,0
96,29,M,20.080366367290843,69.2127002113637,2.251766602834147,70.18234028906525,No,No,Public,16.927784885938173,-0.9519265997832393,38923.262175999786,19,56.35922962019467,3,4,0
97,19,Female,18.36706462215699,76.83304641758458,5.823261712386502,78.24458604352517,YES,Yes,Public,33.590714515515735,1.8593718644270678,8490.239191545044,8,80.07214816693286,4,7,0
98,29,FEMALE,16.56718816995392,65.19230709273224,7.32761119986638,56.96137207437635,Yes,,Private,40.99376829811639,0.6417835712743036,18197.89886006917,5,72.51563912188672,2,8,0
99,23,M,9.466678811882817,,8.300392624608243,51.08043795686976,Yes,yes,Private,17.44227604806637,3.067805447364675,972.546721013372,14,76.28470221862008,1,2,0
100,29,FEMALE,18.300278499951972,81.15277824438152,5.805257956871902,83.447743757817,N,Yes,public,50.47642856749437,0.6191845286510196,21541.2122611842,4,55.695887147287465,3,1,0
101,22,F,28.174171475325238,76.62716027287883,5.882860089325996,74.94439706351929,N,No,Public,42.66018324749058,4.851950201429234,22923.153935401126,8,49.242361736717065,2,1,0
102,27,Female,24.417940323084842,70.2499612876481,8.230851101383621,86.78512689798423,Y,Yes,Private,10.86069369968849,2.8178482792939454,19686.703076457925,5,45.04717080733832,4,1,1
103,24,male,26.15230638647578,82.52982007950092,3.6953874504568693,,YES,no,public,34.43387305687099,2.6448080104825222,14763.731432013521,2,46.183528074226906,2,9,0
104,29,FEMALE,11.421490264981704,86.62910974354114,5.917218837225486,80.19902139528753,N,yes,,40.78935104387949,4.311784275575166,3603.8838704933987,12,70.16328655852207,4,4,0
105,23,Female,8.072766258189933,63.64401383835731,6.785635834887587,,No,No,Private,26.149149897079138,4.927813868151725,22988.26946729415,14,,0,9,0
106,20,FEMALE,14.119491559302464,,7.173828081927551,79.19705608357266,YES,Yes,Public,12.802026417367792,2.959802496460697,31643.4758713226,10,64.01121958026417,0,7,0
107,28,M,15.390074386020862,78.52117801573607,5.735289960213676,77.7658150559105,Yes,no,public,39.17688184171115,1.4575994009014188,15271.852354132545,15,61.31869261042011,4,7,0
108,17,Female,22.65934062929664,80.28274434417271,6.551661517558762,75.0855608082435,No,No,Public,68.16864425423842,,23520.47943218516,14,69.18618197814536,2,2,0
109,,M,3.152747591996265,90.62321634884836,2.7675089698805158,59.291185428740874,YES,Yes,Public,29.195238512634642,1.62790048592964,7454.845492639595,5,58.206887460854645,1,2,0
110,23,Male,25.706852236224297,83.49824196895253,5.512627381499227,88.55572935710347,Yes,yes,public,58.53861771927063,1.7655755067040768,23657.70450954011,13,50.7729473047942,2,5,0
111,25,Female,13.893944709947075,,7.180263068831701,68.89142360194934,N,Yes,Private,23.715667673577975,3.2141149059845935,16852.941618042743,10,60.18161429326216,2,1,0
112,24,FEMALE,12.011832510368059,84.30686247802737,5.02655894861798,80.04483256383017,No,No,Public,38.23318452514928,2.3097062377239457,13900.656395176684,19,66.5956387167545,1,7,0
113,27,Male,7.915269373178828,70.81343938039343,6.5884763323843964,59.36965693428746,No,No,PRIVATE,46.572837963141794,4.3758659441028565,,9,97.89105350454211,2,,0
114,27,M,3.416003296939614,85.42255287809152,7.170308751204047,63.2054033549222,Yes,No,Private,34.873795010429525,1.774033457458621,16851.10734373592,15,62.67237493341273,2,8,0
115,27,M,20.762194087733402,,5.986176198713353,89.35087399222235,No,no,public,30.533965266781532,,23059.466525540283,11,72.9217015643022,3,7,0
116,28,FEMALE,15.513225770318828,81.62839558664784,6.755695656494856,71.52697711042157,N,Yes,PRIVATE,45.891912820255605,5.367974886393778,9502.694390435858,6,,4,8,0
117,24,Male,5.970273701812623,79.5015501403331,5.055901152073082,89.53275476042545,N,Yes,Public,63.37182672903831,3.683650427909933,16823.077347457176,6,80.40808363274012,0,3,0
118,28,F,5.934448595554688,76.87824714091191,6.19008308045593,74.21769340941482,N,,Private,39.50880386958697,2.879924916622871,19668.225776006817,17,58.910522121825196,4,3,1
119,28,male,12.649507104969103,78.07193732841604,7.415324254383834,,Yes,yes,PRIVATE,27.25909735204479,1.796111116129646,11207.686203745126,14,53.059256920069345,2,8,0
120,16,FEMALE,26.68315067702575,51.77226431753542,6.735459441452651,83.9206759973172,no,no,Private,32.153726641104754,1.7335372065700458,34373.321613400134,5,54.57861340985583,1,9,0
121,24,M,13.182860540454767,71.76912638388558,5.620203095654096,69.10107682244393,no,no,Public,72.79561468468061,,13172.036159509267,18,60.371161546789324,1,4,0
122,22,,4.477999328173256,81.39267351711672,6.8363246064361896,81.98688813517043,No,yes,Private,,1.9179862684342013,14644.504690932077,7,52.65806514889037,0,8,0
123,24,Male,13.27979855139839,,7.571914685954927,75.25210867540082,N,no,PRIVATE,26.08379452133041,4.511331677488629,12173.536401420017,19,74.3692649210662,0,1,0
124,23,F,13.090935011766307,64.58487288611063,3.425088082133783,59.568817720571296,No,yes,Private,17.8239812527619,2.5562234574154625,34387.84069710494,14,53.73477953466337,0,2,0
125,16,male,,98.98561761297051,8.238611097433846,76.64294765370569,Yes,No,public,7.611483588310914,0.3004538612375378,24423.241828795854,3,79.68782485516459,1,9,0
126,27,Female,14.619935934375315,67.00737727678249,5.995617891978392,96.96223142152799,No,No,public,40.45376410769285,6.536338586119567,12507.263950050863,17,62.370702121611465,2,2,0
127,23,Male,13.383458288539254,94.54185800790106,7.138234899860345,79.9298645851446,Y,no,PRIVATE,44.81962989236756,,,12,56.24554117919699,0,2,0
128,23,F,19.87344455369393,,8.295870385467842,74.42482246994537,no,No,Private,29.049557300521897,0.1861131989736613,21605.589554311027,0,59.75102983176851,0,8,0
129,26,FEMALE,27.942692664617418,70.30659035234295,4.442489454154301,85.75343401956897,No,No,PRIVATE,34.77544372953569,,22058.027368892013,7,54.7658345171626,1,,0
130,18,F,22.885955206834304,106.62966338914268,5.43583849635868,77.1066846520311,No,No,Private,17.443074360670643,3.221772765656836,17244.18232998038,18,70.32376797496254,2,5,0
131,16,FEMALE,13.117779166116186,62.095447523652794,6.067176956186443,77.09534230262794,YES,Yes,Public,36.99392697241252,6.409184186594754,14004.672104344214,16,61.821762064054646,0,6,0
132,23,Male,7.254318638808307,93.78731260415002,5.324369718313358,64.08374827840898,No,No,public,42.22242980850687,0.7837750834822614,22702.12879243681,9,86.67066655747334,2,8,0
133,18,F,33.01351862274902,95.00873477064468,9.102404863755213,77.33848025789598,Y,Yes,Public,26.972535992485433,4.952081438711893,15639.302160035277,0,35.42045643487818,3,8,0
134,18,male,15.414529038101417,69.94069686385032,5.214841859259811,85.35443416416945,no,yes,Private,60.3567900437876,5.7989728539446865,34534.04503660084,0,87.521753252285,0,9,0
135,16,F,15.097505043390623,100.88697950096493,,66.63937847899976,,,Public,22.443405098796326,1.7426913898508596,9845.671158055167,4,59.91038083897917,0,,0
136,26,Male,14.831124390229977,76.2493022810157,6.806583547404465,89.24495821246947,Yes,yes,PRIVATE,39.25214906028474,2.444972762279533,32289.254182839562,0,94.00617113855975,1,9,0
137,20,,16.386593325374985,84.33040443919785,4.696775710885866,74.08293975854875,Yes,yes,PRIVATE,47.72475829556908,0.9273815052524594,19109.449209617596,,71.80731984449875,3,3,0
138,25,Female,13.989477116532402,83.90482758156831,5.906478932365604,66.12230488461459,no,yes,Private,33.84065749775926,2.5930777178393902,22392.685872168848,12,87.99548208245776,3,1,0
139,22,F,10.984365951838345,77.98536887794178,6.976179891875263,84.97632076920245,Yes,No,public,32.17284771658263,2.9268200513141376,26665.262133035478,8,68.85814093684232,3,5,0
140,25,F,11.171987411317255,92.16212409739673,6.000709393426233,72.13205764261731,Y,No,PRIVATE,13.567007743255065,4.319299996164741,14958.005639964511,,67.9364768740149,4,7,0
141,24,FEMALE,14.77072710848801,91.9023308082832,6.359919711650077,82.59514887486108,No,No,public,55.36012243574425,5.1803669420408935,26913.987077589092,7,55.76698677057836,1,3,0
142,27,Male,11.196026602063645,53.772020401427284,5.706001831327444,72.08241367741462,no,yes,Private,32.45160197498606,1.5038078707567057,-1660.3508430494185,13,68.62794935018012,1,9,0
143,22,FEMALE,,99.56510364317229,4.22829453622885,74.40173856470096,YES,yes,public,43.06048137402237,-0.934650128451989,14240.083734224487,16,55.00252254174273,0,1,0
144,24,male,15.745011593843278,55.062620179464886,6.982389817008858,79.93560204334291,No,Yes,Private,45.09080731790211,2.957510441447516,12607.497541271478,3,72.80956546081394,1,6,0
145,23,,13.215159478054012,,9.132399607470862,77.90897057590006,Yes,no,Public,25.575522619733704,3.587075059937281,9971.951901025906,6,72.42006282548341,0,6,0
146,27,M,25.527950920078823,96.90057705241375,6.527602446175157,55.044682195482615,Yes,,Private,32.037070935631775,3.498835375370083,18280.36129536839,16,68.16035770523,0,8,0
147,17,M,-3.556788658751085,63.63550354677203,6.837896175871324,63.78756259905608,YES,no,Public,55.01723526115256,2.346653504981912,23085.99974545356,15,88.55464792597704,4,3,0
148,16,Male,22.64054796345723,,7.539084132675289,84.29409984790816,Y,yes,,18.242035013893325,3.249504199327869,25621.279987994447,13,77.46403952231847,,5,0
149,22,Male,23.722596347483403,63.41442997271096,4.596004255179951,73.67863411098453,YES,yes,,66.91877112135884,6.030889616704496,21927.01405760326,15,56.19796864257081,1,5,0
150,22,M,0.4862683731429538,76.77618454566897,9.05377198719441,69.76268697228578,no,yes,PRIVATE,23.82690822085589,3.7634683379250187,14674.452280851625,1,78.52547481680473,4,8,0
151,29,Male,12.601186841437558,75.37948573721388,6.803493194634203,61.41425984742526,YES,no,public,17.307238150392322,2.253263149993831,22952.131502601336,14,84.28048960401043,4,7,0
152,23,Female,12.39991393802946,91.6949079840401,0.0,64.20263678724152,Yes,Yes,Private,36.98463531032802,1.9996043658080085,20994.285558806805,10,34.080327014842794,1,3,0
153,20,male,5.147418136975251,99.65463119179412,5.400450506714016,54.78201360038052,Y,yes,Private,68.12522396509806,2.6602952846445387,,12,53.7551528626809,1,7,0
154,18,male,9.555283186863873,100.93525716184934,9.227092883836736,73.98719281298467,Y,Yes,Private,6.335510966116924,6.273479923661279,26215.493623452134,3,62.96387572103005,0,8,0
155,27,FEMALE,7.225969081739199,71.56747960132547,7.662733241052175,69.01562419418953,,Yes,public,32.88476422265462,2.6333985809476053,20243.811311365032,0,57.791404362134394,2,5,0
156,23,Female,27.26589310396536,76.86167189383208,7.329560128778538,65.33412109014685,YES,No,,42.143975258848336,2.960411310958584,12821.975950709944,14,79.57190082060664,0,5,0
157,21,Male,21.54974875203223,,6.851036681529722,74.31876574832047,no,no,Private,35.50474937803297,2.035372858127394,14776.398753343354,11,56.70442604244968,3,1,0
158,26,Male,23.900885664959112,67.91194900255717,6.127207072888326,78.63970630852738,Yes,yes,public,40.728825050045145,5.197966714883929,15601.685122895733,8,55.08304615089126,3,8,0
159,18,FEMALE,20.051704448302644,94.47277449646187,8.30079748771081,95.93197932209945,No,,Private,24.22950376741589,6.91967450948935,17477.869328669953,6,,2,6,0
160,16,FEMALE,7.0966376014793955,104.23374235322348,6.71053980477207,59.88116580436787,Y,no,Public,26.004172311029286,3.9012260988627765,,2,66.53507940765336,4,6,0
161,18,Male,11.328358136041585,61.48476692180117,3.5493954446192717,86.59381043300522,YES,no,Private,32.773660292612,3.1655458075708514,25721.395121024467,15,86.83784713829675,3,5,0
